year,GDP_ABW,GDP_PC_ABW,GDP_AFE,GDP_PC_AFE,GDP_AFG,GDP_PC_AFG,GDP_AFW,GDP_PC_AFW,GDP_AGO,GDP_PC_AGO,GDP_ALB,GDP_PC_ALB,GDP_AND,GDP_PC_AND,GDP_ARB,GDP_PC_ARB,GDP_ARE,GDP_PC_ARE,GDP_ARG,GDP_PC_ARG,GDP_ARM,GDP_PC_ARM,GDP_ASM,GDP_PC_ASM,GDP_ATG,GDP_PC_ATG,GDP_AUS,GDP_PC_AUS,GDP_AUT,GDP_PC_AUT,GDP_AZE,GDP_PC_AZE,GDP_BDI,GDP_PC_BDI,GDP_BEL,GDP_PC_BEL,GDP_BEN,GDP_PC_BEN,GDP_BFA,GDP_PC_BFA,GDP_BGD,GDP_PC_BGD,GDP_BGR,GDP_PC_BGR,GDP_BHR,GDP_PC_BHR,GDP_BHS,GDP_PC_BHS,GDP_BIH,GDP_PC_BIH,GDP_BLR,GDP_PC_BLR,GDP_BLZ,GDP_PC_BLZ,GDP_BMU,GDP_PC_BMU,GDP_BOL,GDP_PC_BOL,GDP_BRA,GDP_PC_BRA,GDP_BRB,GDP_PC_BRB,GDP_BRN,GDP_PC_BRN,GDP_BTN,GDP_PC_BTN,GDP_BWA,GDP_PC_BWA,GDP_CAF,GDP_PC_CAF,GDP_CAN,GDP_PC_CAN,GDP_CEB,GDP_PC_CEB,GDP_CHE,GDP_PC_CHE,GDP_CHI,GDP_PC_CHI,GDP_CHL,GDP_PC_CHL,GDP_CHN,GDP_PC_CHN,GDP_CIV,GDP_PC_CIV,GDP_CMR,GDP_PC_CMR,GDP_COD,GDP_PC_COD,GDP_COG,GDP_PC_COG,GDP_COL,GDP_PC_COL,GDP_COM,GDP_PC_COM,GDP_CPV,GDP_PC_CPV,GDP_CRI,GDP_PC_CRI,GDP_CSS,GDP_PC_CSS,GDP_CUB,GDP_PC_CUB,GDP_CUW,GDP_PC_CUW,GDP_CYM,GDP_PC_CYM,GDP_CYP,GDP_PC_CYP,GDP_CZE,GDP_PC_CZE,GDP_DEU,GDP_PC_DEU,GDP_DJI,GDP_PC_DJI,GDP_DMA,GDP_PC_DMA,GDP_DNK,GDP_PC_DNK,GDP_DOM,GDP_PC_DOM,GDP_DZA,GDP_PC_DZA,GDP_EAP,GDP_PC_EAP,GDP_EAR,GDP_PC_EAR,GDP_EAS,GDP_PC_EAS,GDP_ECA,GDP_PC_ECA,GDP_ECS,GDP_PC_ECS,GDP_ECU,GDP_PC_ECU,GDP_EGY,GDP_PC_EGY,GDP_EMU,GDP_PC_EMU,GDP_ERI,GDP_PC_ERI,GDP_ESP,GDP_PC_ESP,GDP_EST,GDP_PC_EST,GDP_ETH,GDP_PC_ETH,GDP_EUU,GDP_PC_EUU,GDP_FCS,GDP_PC_FCS,GDP_FIN,GDP_PC_FIN,GDP_FJI,GDP_PC_FJI,GDP_FRA,GDP_PC_FRA,GDP_FRO,GDP_PC_FRO,GDP_FSM,GDP_PC_FSM,GDP_GAB,GDP_PC_GAB,GDP_GBR,GDP_PC_GBR,GDP_GEO,GDP_PC_GEO,GDP_GHA,GDP_PC_GHA,GDP_GIB,GDP_PC_GIB,GDP_GIN,GDP_PC_GIN,GDP_GMB,GDP_PC_GMB,GDP_GNB,GDP_PC_GNB,GDP_GNQ,GDP_PC_GNQ,GDP_GRC,GDP_PC_GRC,GDP_GRD,GDP_PC_GRD,GDP_GRL,GDP_PC_GRL,GDP_GTM,GDP_PC_GTM,GDP_GUM,GDP_PC_GUM,GDP_GUY,GDP_PC_GUY,GDP_HIC,GDP_PC_HIC,GDP_HKG,GDP_PC_HKG,GDP_HND,GDP_PC_HND,GDP_HPC,GDP_PC_HPC,GDP_HRV,GDP_PC_HRV,GDP_HTI,GDP_PC_HTI,GDP_HUN,GDP_PC_HUN,GDP_IBD,GDP_PC_IBD,GDP_IBT,GDP_PC_IBT,GDP_IDA,GDP_PC_IDA,GDP_IDB,GDP_PC_IDB,GDP_IDN,GDP_PC_IDN,GDP_IDX,GDP_PC_IDX,GDP_IMN,GDP_PC_IMN,GDP_IND,GDP_PC_IND,GDP_INX,GDP_PC_INX,GDP_IRL,GDP_PC_IRL,GDP_IRN,GDP_PC_IRN,GDP_IRQ,GDP_PC_IRQ,GDP_ISL,GDP_PC_ISL,GDP_ISR,GDP_PC_ISR,GDP_ITA,GDP_PC_ITA,GDP_JAM,GDP_PC_JAM,GDP_JOR,GDP_PC_JOR,GDP_JPN,GDP_PC_JPN,GDP_KAZ,GDP_PC_KAZ,GDP_KEN,GDP_PC_KEN,GDP_KGZ,GDP_PC_KGZ,GDP_KHM,GDP_PC_KHM,GDP_KIR,GDP_PC_KIR,GDP_KNA,GDP_PC_KNA,GDP_KOR,GDP_PC_KOR,GDP_KWT,GDP_PC_KWT,GDP_LAC,GDP_PC_LAC,GDP_LAO,GDP_PC_LAO,GDP_LBN,GDP_PC_LBN,GDP_LBR,GDP_PC_LBR,GDP_LBY,GDP_PC_LBY,GDP_LCA,GDP_PC_LCA,GDP_LCN,GDP_PC_LCN,GDP_LDC,GDP_PC_LDC,GDP_LIC,GDP_PC_LIC,GDP_LIE,GDP_PC_LIE,GDP_LKA,GDP_PC_LKA,GDP_LMC,GDP_PC_LMC,GDP_LMY,GDP_PC_LMY,GDP_LSO,GDP_PC_LSO,GDP_LTE,GDP_PC_LTE,GDP_LTU,GDP_PC_LTU,GDP_LUX,GDP_PC_LUX,GDP_LVA,GDP_PC_LVA,GDP_MAC,GDP_PC_MAC,GDP_MAF,GDP_PC_MAF,GDP_MAR,GDP_PC_MAR,GDP_MCO,GDP_PC_MCO,GDP_MDA,GDP_PC_MDA,GDP_MDG,GDP_PC_MDG,GDP_MDV,GDP_PC_MDV,GDP_MEA,GDP_PC_MEA,GDP_MEX,GDP_PC_MEX,GDP_MHL,GDP_PC_MHL,GDP_MIC,GDP_PC_MIC,GDP_MKD,GDP_PC_MKD,GDP_MLI,GDP_PC_MLI,GDP_MLT,GDP_PC_MLT,GDP_MMR,GDP_PC_MMR,GDP_MNA,GDP_PC_MNA,GDP_MNE,GDP_PC_MNE,GDP_MNG,GDP_PC_MNG,GDP_MNP,GDP_PC_MNP,GDP_MOZ,GDP_PC_MOZ,GDP_MRT,GDP_PC_MRT,GDP_MUS,GDP_PC_MUS,GDP_MWI,GDP_PC_MWI,GDP_MYS,GDP_PC_MYS,GDP_NAC,GDP_PC_NAC,GDP_NAM,GDP_PC_NAM,GDP_NCL,GDP_PC_NCL,GDP_NER,GDP_PC_NER,GDP_NGA,GDP_PC_NGA,GDP_NIC,GDP_PC_NIC,GDP_NLD,GDP_PC_NLD,GDP_NOR,GDP_PC_NOR,GDP_NPL,GDP_PC_NPL,GDP_NRU,GDP_PC_NRU,GDP_NZL,GDP_PC_NZL,GDP_OED,GDP_PC_OED,GDP_OMN,GDP_PC_OMN,GDP_OSS,GDP_PC_OSS,GDP_PAK,GDP_PC_PAK,GDP_PAN,GDP_PC_PAN,GDP_PER,GDP_PC_PER,GDP_PHL,GDP_PC_PHL,GDP_PLW,GDP_PC_PLW,GDP_PNG,GDP_PC_PNG,GDP_POL,GDP_PC_POL,GDP_PRE,GDP_PC_PRE,GDP_PRI,GDP_PC_PRI,GDP_PRK,GDP_PC_PRK,GDP_PRT,GDP_PC_PRT,GDP_PRY,GDP_PC_PRY,GDP_PSE,GDP_PC_PSE,GDP_PSS,GDP_PC_PSS,GDP_PST,GDP_PC_PST,GDP_PYF,GDP_PC_PYF,GDP_QAT,GDP_PC_QAT,GDP_ROU,GDP_PC_ROU,GDP_RUS,GDP_PC_RUS,GDP_RWA,GDP_PC_RWA,GDP_SAS,GDP_PC_SAS,GDP_SAU,GDP_PC_SAU,GDP_SDN,GDP_PC_SDN,GDP_SEN,GDP_PC_SEN,GDP_SGP,GDP_PC_SGP,GDP_SLB,GDP_PC_SLB,GDP_SLE,GDP_PC_SLE,GDP_SLV,GDP_PC_SLV,GDP_SMR,GDP_PC_SMR,GDP_SOM,GDP_PC_SOM,GDP_SRB,GDP_PC_SRB,GDP_SSA,GDP_PC_SSA,GDP_SSD,GDP_PC_SSD,GDP_SSF,GDP_PC_SSF,GDP_SST,GDP_PC_SST,GDP_STP,GDP_PC_STP,GDP_SUR,GDP_PC_SUR,GDP_SVK,GDP_PC_SVK,GDP_SVN,GDP_PC_SVN,GDP_SWE,GDP_PC_SWE,GDP_SWZ,GDP_PC_SWZ,GDP_SXM,GDP_PC_SXM,GDP_SYC,GDP_PC_SYC,GDP_SYR,GDP_PC_SYR,GDP_TCA,GDP_PC_TCA,GDP_TCD,GDP_PC_TCD,GDP_TEA,GDP_PC_TEA,GDP_TEC,GDP_PC_TEC,GDP_TGO,GDP_PC_TGO,GDP_THA,GDP_PC_THA,GDP_TJK,GDP_PC_TJK,GDP_TKM,GDP_PC_TKM,GDP_TLA,GDP_PC_TLA,GDP_TLS,GDP_PC_TLS,GDP_TMN,GDP_PC_TMN,GDP_TON,GDP_PC_TON,GDP_TSA,GDP_PC_TSA,GDP_TSS,GDP_PC_TSS,GDP_TTO,GDP_PC_TTO,GDP_TUN,GDP_PC_TUN,GDP_TUR,GDP_PC_TUR,GDP_TUV,GDP_PC_TUV,GDP_TZA,GDP_PC_TZA,GDP_UGA,GDP_PC_UGA,GDP_UKR,GDP_PC_UKR,GDP_UMC,GDP_PC_UMC,GDP_URY,GDP_PC_URY,GDP_USA,GDP_PC_USA,GDP_UZB,GDP_PC_UZB,GDP_VCT,GDP_PC_VCT,GDP_VEN,GDP_PC_VEN,GDP_VGB,GDP_PC_VGB,GDP_VIR,GDP_PC_VIR,GDP_VNM,GDP_PC_VNM,GDP_VUT,GDP_PC_VUT,GDP_WLD,GDP_PC_WLD,GDP_WSM,GDP_PC_WSM,GDP_XKX,GDP_PC_XKX,GDP_YEM,GDP_PC_YEM,GDP_ZAF,GDP_PC_ZAF,GDP_ZMB,GDP_PC_ZMB,GDP_ZWE,GDP_PC_ZWE
1971-01-01,,,49478916698.0,282.5749258,1831108971.0,159.567509,20832817218.0,169.1190831,,,,,89409820.36,3496.532023,49841693163.0,398.2088017,,,33293199095.0,1372.374174,,,,,,,45222309329.0,3495.579294,17858486067.0,2380.978458,,,252842285.7,71.62670983,29821661870.0,3082.927989,335072975.2,112.5699756,482411103.8,84.28782858,8751842840.0,133.5514189,,,,,573400000.0,3297.411067,,,,,59207317.07,474.4366126,211100000.0,3866.300366,1095622896.0,239.1274987,48869830902.0,501.3168142,,,197523179.2,1455.887576,,,127456485.1,197.1942216,201450768.4,109.4533592,99271961775.0,4520.162878,,,,,,,10884114754.0,1094.682253,99800958648.0,118.6545778,1584128262.0,297.2803606,1236941201.0,184.9034758,5594770359.0,272.0654295,322128019.3,235.8372808,7820380971.0,355.4075174,,,,,1077152902.0,568.0964468,4017606923.0,811.131747,6914658400.0,779.7237894,,,,,,,,,249985000000.0,3192.133616,,,,,19085731252.0,3845.506089,1666500000.0,360.1528526,5077222367.0,341.3889185,137065000000.0,119.4027283,309662000000.0,242.3397893,453656000000.0,342.6182558,,,1149410000000.0,1546.697769,2754220263.0,440.8571574,8609283346.0,243.8068223,728351000000.0,2520.912316,,,46619420359.0,1362.165524,,,,,820813000000.0,2113.362566,55668421545.0,178.819273,12527405513.0,2716.190092,247749327.7,466.0253483,165967000000.0,3169.036323,,,,,381687073.1,635.5011473,148114000000.0,2649.801514,,,2417107708.0,269.3682352,,,,,55728608.97,116.5611998,78540057.14,109.3325999,64946954.76,217.321466,14591750000.0,1652.325956,,,88570952.87,1876.503239,1984800000.0,355.0903711,,,282050000.0,395.2029189,2657180000000.0,3010.719476,4476001946.0,1106.469717,731000000.0,261.2463703,34542740168.0,161.9652093,,,362800000.0,76.26374897,,,634134000000.0,261.4193196,713741000000.0,243.8170105,78060477954.0,155.6131649,29185189386.0,183.1817095,9333536360.0,79.17818799,50051048302.0,146.2164688,,,67350988021.0,118.6032415,,,5098250287.0,1703.932183,13731801564.0,468.9569401,3865346535.0,376.8917646,670251136.4,3252.099178,,,124672000000.0,2305.609751,1539865514.0,808.6335546,678241389.0,374.8861448,240152000000.0,2272.077802,,,1778391289.0,151.8299586,,,969911421.4,135.8487853,15278632.48,293.9385613,19624746.45,441.1145778,9903499928.0,301.1765677,3880370402.0,4858.728915,159027000000.0,606.3094825,,,,,,,,,,,195451000000.0,667.2639359,,,26917142087.0,146.2878879,104888628.2,4827.126337,2369308600.0,185.8597435,181069000000.0,141.8904885,666975000000.0,232.7036547,76482102.91,72.65886604,393171000000.0,286.7871324,,,1518773421.0,4435.398008,,,,,,,4356633663.0,265.2076721,327651488.0,13812.71818,,,1199507630.0,177.4983312,,,65781993991.0,462.2512692,39200000000.0,738.5584763,,,640314000000.0,238.7275824,,,395218629.4,65.38457443,264579879.8,874.0663356,559378375.7,20.03952875,42465895767.0,324.9839545,,,,,,,,,335569088.7,283.9813252,,,365386929.8,75.66369202,4244340334.0,383.6714717,1264330000000.0,5504.815818,,,413985777.7,3449.881481,693573595.3,149.5420414,9181769912.0,160.2487361,826571413.4,333.114264,44579122807.0,3378.614797,14583114840.0,3736.348737,882765471.6,71.6298781,,,7911136757.0,2772.918597,2662060000000.0,2862.557164,301010587.1,401.9004645,3723426344.0,330.8186717,10665896682.0,178.5551136,1523917200.0,974.9369999,8289582883.0,599.1156553,8375086047.0,227.2770483,,,717716130.5,251.8724651,,,42810165005.0,174.3525269,5646800000.0,2044.319906,,,9201604240.0,1064.537713,664571428.6,262.0676904,,,437482815.3,371.8324498,2596800000000.0,3058.067056,296865513.1,2595.318557,387700084.2,3246.715887,,,,,222952578.2,57.58923534,91195879602.0,124.9074412,7184863276.0,1177.724612,2656000000.0,187.0769348,1339548824.0,305.3080464,2263785444.0,1071.41154,50056882.82,301.2516795,419549425.1,149.9072346,1186120000.0,314.6156825,,,331102742.2,95.3538885,,,68804152991.0,230.7085261,,,68823488219.0,230.7310436,8855629124.0,509.3881606,,,301000000.0,815.2100317,,,,,41566412923.0,5132.711607,136465324.4,307.3688719,,,21965951.72,401.6080395,2097643979.0,319.2343618,,,501866730.7,134.6863325,136859000000.0,120.7842001,,,286537525.0,131.0984359,7375000024.0,194.266671,,,,,181263000000.0,646.0906578,,,42086849127.0,322.0831779,,,91195879602.0,124.9074412,68823488219.0,230.7310436,896754316.7,938.269947,1685217059.0,325.5646532,16275167785.0,455.6241054,,,,,1417787115.0,146.5889396,,,466373000000.0,331.683807,2807258065.0,996.0880666,1164850000000.0,5609.3826,,,20051648.18,219.1676488,12986590909.0,1105.622678,,,,,,,,,3310260000000.0,880.2663598,,,,,,,23411079378.0,1032.90561,1687000000.0,390.579238,2178716300.0,397.7953353
1972-01-01,,,53514844534.0,297.0717414,1595555476.0,135.317228,25264953766.0,200.1683855,,,,,113408231.9,4218.271599,59381535707.0,461.7582903,,,34733000536.0,1408.86538,,,,,,,52051401869.0,3950.170894,22059612477.0,2924.048879,,,246804571.4,69.13961473,37209418019.0,3831.6319,410331901.0,134.8195851,578595584.0,99.32674697,6288245867.0,94.38167705,,,,,590900000.0,3322.219911,,,,,66062500.0,519.5553353,235400000.0,4343.173432,1257615645.0,268.5840154,58434858375.0,585.171405,,,270818555.8,1906.971488,,,164466873.7,246.5415378,230317908.0,123.3106512,113083000000.0,5089.587902,,,,,,,11853817308.0,1173.218389,113688000000.0,131.8835612,1849400600.0,331.6700101,1498252050.0,218.1760536,6173712814.0,292.2971255,410669262.9,291.9774924,8671358733.0,385.1125208,,,,,1238251696.0,636.9050523,4639299319.0,925.5275345,8135150892.0,901.3671044,,,,,,,,,299802000000.0,3809.981445,,,,,23232379952.0,4654.298936,1987400000.0,417.9192609,6766766611.0,442.6776235,155446000000.0,132.0783494,338528000000.0,258.5371927,562923000000.0,415.1547476,,,1377140000000.0,1837.942207,3185987235.0,495.5359182,9299638056.0,257.5886508,879866000000.0,3024.89889,,,59132415221.0,1708.808629,,,,,990429000000.0,2533.098151,63704979318.0,200.0394512,14743186120.0,3177.645701,316650509.0,583.3187661,203494000000.0,3854.555835,,,,,430508357.7,703.7842714,169965000000.0,3030.432514,,,2112292945.0,228.8597328,,,,,59161545.0,120.1435044,87702828.57,119.7282088,65429198.24,226.0013479,16885511364.0,1899.675784,,,106101175.7,2196.711711,2101300000.0,367.1188811,,,285380952.4,395.2923993,3082280000000.0,3457.143724,5710107420.0,1384.738437,802999950.0,278.616076,37622082871.0,171.7869551,,,372000000.0,76.90186371,,,713411000000.0,287.5919592,795644000000.0,265.6656025,81532389684.0,158.5393041,32770612978.0,200.2653303,10997590361.0,90.87617148,49711809813.0,141.7759406,,,71463193831.0,122.9818641,,,6318060582.0,2080.465147,17153463263.0,570.3506238,4113848002.0,388.1112804,839652164.1,4014.84273,,,145260000000.0,2671.137314,1875048860.0,968.9729309,788574629.0,418.5811357,318031000000.0,2967.041996,,,2107279157.0,173.4947318,,,505549441.4,69.23329893,18936526.95,358.8162377,22944849.12,517.7320528,10862327878.0,324.1962768,4451200973.0,5224.917155,180889000000.0,673.0470444,,,,,,,,,,,219829000000.0,732.6927836,,,29415415327.0,155.8242598,124941925.0,5637.919093,2553936348.0,196.4228877,197102000000.0,150.8735408,746282000000.0,254.4227761,80915831.92,75.12364839,451703000000.0,322.4350339,,,1901697370.0,5486.720628,,,,,,,5074117545.0,302.5644836,402460333.2,16735.01323,,,1341590682.0,193.1285826,,,79687086014.0,545.0053627,45200000000.0,826.4773502,,,717175000000.0,261.3169913,,,486617279.4,79.15740204,295118249.3,975.7588009,634525053.1,22.20941504,50670955869.0,377.9974616,,,,,,,,,391669449.3,321.7148148,,,406062874.3,81.89135592,5043268549.0,445.3501578,1392430000000.0,5997.485632,,,506808997.0,4038.318701,742779740.4,155.7769905,12274416018.0,209.2260448,880842890.1,344.2533977,54706557264.0,4104.45103,17358610850.0,4413.575692,1024098805.0,81.386573,,,9567331065.0,3294.648943,3087840000000.0,3282.332055,366857738.4,472.5203841,4506546713.0,392.2805757,9415016360.0,153.3840396,1673411700.0,1040.810314,9189413409.0,646.1428162,9067872579.0,239.1102216,,,858802035.9,294.2979516,,,49799353716.0,197.5397592,6328900000.0,2246.476714,,,11239117865.0,1302.266268,769039682.5,296.1091884,,,525666775.7,437.2802029,3012370000000.0,3514.694766,326433558.2,2756.155611,510259940.7,3909.888056,,,,,246457838.3,61.81190225,91680529303.0,122.74614,9664067930.0,1511.670381,2882000000.0,196.9108124,1620857277.0,358.3679264,2721440981.0,1264.375107,40606712.05,235.3330168,465381090.0,163.0132868,1263720000.0,326.7697702,,,416942436.9,119.8182066,,,77377911266.0,252.6183367,,,77406276178.0,252.6647232,10433482436.0,589.3691176,,,311950000.0,847.9044976,,,,,48954145809.0,6027.128499,146741251.5,321.0694305,,,30645121.01,546.9510613,2415706806.0,355.2432692,,,585427545.7,153.4439645,155213000000.0,133.6092362,,,335677636.9,149.3508287,8177884553.0,209.3747807,,,,,203589000000.0,708.2777794,,,50218671624.0,374.6234914,,,91680529303.0,122.74614,77406276178.0,252.6647232,1083381044.0,1119.038073,2237476420.0,422.8566931,20359154930.0,556.4546521,,,,,1491596639.0,150.2165273,,,530312000000.0,368.7698392,2189418001.0,775.9881598,1279110000000.0,6094.01799,,,27585488.99,298.1860427,13977727273.0,1155.404076,,,,,,,,,3816540000000.0,994.6942201,,,,,,,24515911652.0,1053.02037,1910714286.0,427.819426,2677729400.0,471.9369028
1973-01-01,,,69600788111.0,375.4562706,1733333264.0,143.1446495,31273819026.0,241.7114051,,,,,150820102.8,5342.16856,75330107157.0,569.9861156,,,52544000117.0,2097.02283,,,,,,,63844971172.0,4771.671986,29515467707.0,3890.722419,,,304339839.6,84.41878205,47743801490.0,4900.962201,504376035.7,161.9870615,674773518.4,113.7803414,8086725729.0,119.5597239,,,,,670900000.0,3696.03182,,,,,78343558.28,605.9334407,269500000.0,5009.29368,1262968516.0,263.8927461,83592275863.0,817.4524452,,,433092003.6,2916.130273,,,244129088.0,353.8584793,271183061.4,143.1158463,131322000000.0,5838.660894,,,,,,,16836261173.0,1640.0297,138544000000.0,157.0903743,2508421235.0,429.4129337,1901393216.0,269.592296,7870239461.0,362.8435642,541973362.5,374.1277029,10315760000.0,448.0338172,,,,,1528916185.0,767.3271288,5076285828.0,1000.862363,9987709650.0,1088.126973,,,,,,,,,398374000000.0,5046.755103,,,,,30730626663.0,6119.370222,2344800000.0,480.0530663,8707847924.0,554.292909,195584000000.0,162.3148889,432598000000.0,322.4060024,741777000000.0,534.8777981,,,1749170000000.0,2315.987703,3891755552.0,588.3370651,10098534613.0,273.698607,1142240000000.0,3902.037545,,,78639525985.0,2247.553377,,,,,1282020000000.0,3257.788807,78095101844.0,239.6749257,19472363467.0,4173.173047,425963359.4,768.6885143,264430000000.0,4969.762978,,,,,722780701.1,1160.321812,192538000000.0,3426.276221,,,2465492958.0,259.7018437,,,,,75187969.92,148.1746571,89374237.29,119.7760284,81203226.91,292.4598313,22347848101.0,2502.814745,,,140153748.2,2860.280576,2569200100.0,438.5448512,,,307047619.0,420.6656159,3729430000000.0,4142.511518,8030117556.0,1893.181242,912499950.0,307.3448001,45504435628.0,202.3270601,,,466800000.0,94.90457191,,,923601000000.0,364.3025736,1016250000000.0,331.8396674,93698102112.0,177.7276353,34960223319.0,207.9359554,16273253012.0,131.0249053,60157871525.0,167.537652,,,85515269585.0,143.7786876,,,7481173066.0,2424.269047,27081698250.0,876.2681268,5134367778.0,468.8540124,1154440253.0,5437.342525,,,175492000000.0,3205.25204,1905917553.0,968.9572294,943700547.8,484.3357223,432083000000.0,3974.745605,,,2508998457.0,199.1142353,,,702899156.0,94.3585945,31710657.73,592.0806924,24196018.38,546.1362039,13876531432.0,406.8988301,5408293999.0,5971.798916,242017000000.0,879.0918948,,,,,,,,,,,292395000000.0,951.7290114,,,35215668081.0,181.8474846,165930611.7,7355.080307,2875625000.0,216.9950075,242587000000.0,181.3763402,950342000000.0,316.7543059,121181556.2,109.876874,582145000000.0,407.1221885,,,2609875802.0,7447.213018,,,,,,,6242177798.0,364.6361084,523552815.1,21417.58295,,,1653062347.0,231.4359587,,,107908000000.0,717.9854148,55280000000.0,981.4589828,,,915585000000.0,326.2264745,,,563683703.2,90.10014291,345602025.4,1143.620203,667038769.1,22.81397279,67263577202.0,489.1496951,,,,,,,,,493237544.4,393.28245,,,444281703.9,87.22748953,7662996767.0,661.022691,1556970000000.0,6640.805988,,,542293400.0,4220.182101,946385033.0,193.0550554,15162871287.0,252.2326939,1093571442.0,414.4358419,71840909664.0,5345.575444,22534253703.0,5689.588807,972101725.0,75.63696074,,,12802281898.0,4323.196535,3730650000000.0,3921.859949,483033932.1,598.5661842,6529375923.0,556.8603586,6383429490.0,101.1646559,1913793400.0,1157.624086,10994381895.0,752.2233843,11412421020.0,292.4555135,,,1299105241.0,434.5994936,,,61172029610.0,236.2279462,7002400000.0,2432.414219,,,15090564186.0,1747.989041,995531746.0,374.3419598,,,716754963.6,583.8416585,3637000000000.0,4206.523817,431252938.2,3516.384718,793884368.0,5583.61784,,,,,290746157.1,70.80298517,104813000000.0,137.1577257,14947491056.0,2227.006073,3571666667.0,236.617218,1863398448.0,399.8086239,3696213333.0,1685.459796,55272108.84,308.2557686,575230234.4,197.4465226,1442320000.0,363.8296353,,,507028428.2,144.3445525,,,98917512282.0,314.3185975,,,98951233386.0,314.3689178,13002636422.0,721.3706738,,,339450000.0,930.2370193,,,,,59404966684.0,7301.215426,221902017.3,471.5690788,,,36896278.22,648.5319241,2579219251.0,366.4777717,,,647199482.8,165.613494,195291000000.0,164.1994237,,,406479906.2,176.4738164,10838587358.0,269.8879592,,,,,273159000000.0,927.8222925,,,66663188761.0,484.7835903,,,104813000000.0,137.1577257,98951233386.0,314.3689178,1308799459.0,1332.78153,2730787476.0,504.8284053,25633802817.0,684.0728479,,,,,1702521008.0,167.13582,,,689649000000.0,469.430952,3964295673.0,1404.726557,1425380000000.0,6726.358956,,,30165373.62,322.4208641,17035581395.0,1367.912274,,,,,,,,,4656240000000.0,1189.946669,,,,,,,33262767311.0,1390.985745,2268714286.0,491.1116401,3309353600.0,563.0330783
